"TIME","AIRLINE","FLIGHT_NUMBER","TRANSACTION","TERMINAL","GATE","REMARK","data_as_of","data_loaded_at"
"2026/02/22 06:45:00 PM","Alaska","AS758","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:30:00 PM","Frontier","F93801","ARR","I","A5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:52:00 PM","American","AA1005","ARR","1","B27","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:18:00 PM","United","UA5794","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:50:00 PM","JetBlue","B6615","ARR","1","B20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:31:00 PM","STARLUX Airlines","JX11","DEP","I","B5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 04:52:00 PM","United","UA5504","ARR","3","F7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 08:13:00 AM","United","UA4683","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 10:36:00 PM","DELTA","DL2635","ARR","1","C11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 07:27:00 AM","United","UA5676","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:06:00 PM","United","UA6027","DEP","3","F9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 10:32:00 AM","Air Canada","AC8840","ARR","2","D11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 04:23:00 PM","Alaska","AS3333","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 10:46:00 AM","DELTA","DL668","ARR","1","C8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 10:20:00 PM","United","UA28","ARR","I","A10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:46:00 AM","United","UA262","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:27:00 PM","DELTA","DL977","DEP","1","C4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:33:00 PM","United","UA1341","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 10:05:00 AM","United","UA1214","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 02:10:00 PM","United","UA3044","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 01:21:00 PM","United","UA857","DEP","I","G12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:40:00 PM","United","UA368","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:25:00 AM","United","UA2274","DEP","3","F14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 02:57:00 PM","Air India","AI173","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:25:00 AM","Frontier","F91093","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:07:00 AM","United","UA1881","DEP","3","D5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 04:35:00 PM","United","UA5425","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 06:05:00 AM","United","UA862","ARR","I","G6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:36:00 PM","United","UA1387","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:01:00 PM","Alaska","AS2111","DEP","1","B12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:34:00 PM","United","UA2428","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 02:41:00 PM","Alaska","AS1340","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 05:22:00 PM","United","UA2117","ARR","3","E4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:57:00 PM","Southwest","WN3514","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 05:01:00 PM","Air India","AI174","DEP","I","B11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 05:57:00 AM","DELTA","DL772","DEP","1","B4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 05:08:00 PM","United","UA6044","DEP","3","F8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:16:00 AM","EVA Air","BR17","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:38:00 PM","ZIPAIR","ZG26","ARR","I","A12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 05:54:00 PM","United","UA2633","ARR","3","F17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:36:00 AM","United","UA5932","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:25:00 AM","United","UA643","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:14:00 PM","Frenchbee","BF710","DEP","I","A6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 08:37:00 AM","Alaska","AS718","DEP","1","B8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:46:00 PM","Alaska","AS2077","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 10:20:00 AM","Alaska","AS725","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 04:59:00 PM","United","UA2281","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 06:29:00 AM","Frontier","F91230","DEP","I","A12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:05:00 PM","JAL","JL1","DEP","I","A2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:53:00 PM","United","UA1424","DEP","3","E13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:46:00 PM","United","UA233","ARR","3","E5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:49:00 AM","Alaska","AS2076","ARR","1","B21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 12:07:00 PM","Alaska","AS634","DEP","1","B14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:56:00 AM","United","UA1557","DEP","3","F15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:07:00 PM","United","UA500","ARR","3","E5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 04:29:00 PM","United","UA5504","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:23:00 AM","United","UA795","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:12:00 PM","United","UA5258","ARR","2","D15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:58:00 AM","United","UA6035","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:52:00 AM","United","UA2356","DEP","3","F22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:56:00 AM","American","AA2411","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 04:42:00 PM","United","UA2684","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 04:38:00 PM","United","UA2305","DEP","3","F13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:37:00 PM","United","UA5566","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:25:00 AM","Air Canada","AC8845","DEP","2","D11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 11:03:00 PM","United","UA1129","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:20:00 PM","DELTA","DL1554","DEP","1","C3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:37:00 PM","Lufthansa","LH454","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:25:00 AM","United","UA5319","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:58:00 PM","DELTA","DL1559","DEP","1","C3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 05:22:00 PM","United","UA1723","DEP","3","E11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:03:00 PM","United","UA900","ARR","I","G8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 06:41:00 PM","United","UA2332","DEP","I","G12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 12:19:00 PM","United","UA1498","ARR","3","F15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 01:45:00 PM","United","UA2275","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:53:00 AM","United","UA870","ARR","I","B11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:23:00 AM","United","UA984","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:29:00 PM","United","UA552","ARR","3","F14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:15:00 PM","United","UA2615","ARR","3","F12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:41:00 PM","United","UA2626","DEP","3","F11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 11:02:00 PM","United","UA5446","DEP","3","F10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:50:00 AM","EVA Air","BR8","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:36:00 AM","American","AA1557","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 04:57:00 PM","United","UA5578","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 06:50:00 AM","United","UA97","ARR","I","G1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:09:00 PM","United","UA2386","DEP","3","F14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 08:47:00 AM","United","UA435","DEP","3","F15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 05:53:00 PM","United","UA4655","ARR","3","F9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 04:50:00 PM","United","UA5539","ARR","3","E10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 10:37:00 PM","American","AA1826","ARR","1","B25","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 02:13:00 PM","United","UA275","DEP","2","D15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 06:51:00 PM","American","AA6260","ARR","1","B22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:51:00 PM","United","UA59","ARR","I","G7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:26:00 PM","United","UA1424","DEP","3","F20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:52:00 AM","United","UA1336","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 06:22:00 PM","Southwest","WN647","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:54:00 AM","American","AA1146","DEP","1","B19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 03:52:00 PM","Alaska","AS1379","ARR","I","B2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 03:20:00 PM","American","AA2846","ARR","1","B23","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 07:20:00 AM","American","AA1878","DEP","1","B16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 02:51:00 PM","Southwest","WN2172","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 05:52:00 PM","Alaska","AS1385","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:08:00 AM","United","UA876","ARR","I","G7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 07:07:00 PM","United","UA2429","DEP","3","E5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:35:00 AM","Southwest","WN2869","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:02:00 AM","DELTA","DL656","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 08:38:00 PM","Southwest","WN1391","ARR","2","D4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 12:24:00 PM","EVA Air","BR7","DEP","I","A9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 12:22:00 PM","Air Canada","AC564","ARR","2","D12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 07:40:00 AM","American","AA1746","DEP","1","B25","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 08:48:00 AM","American","AA1949","ARR","1","B23","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 12:13:00 PM","United","UA29","DEP","I","G10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 05:46:00 AM","DELTA","DL772","DEP","1","C5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:20:00 AM","United","UA5482","DEP","3","F5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:03:00 PM","United","UA2042","DEP","I","G12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 02:01:00 PM","Alaska","AS2173","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 12:15:00 AM","EVA Air","BR17","DEP","I","A1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:54:00 PM","American","AA710","ARR","1","B26","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:21:00 PM","United","UA1116","DEP","3","F12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:23:00 AM","Frontier","F93999","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 08:04:00 PM","Alaska","AS1393","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:59:00 PM","AEROMEXICO","AM669","DEP","I","A5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:20:00 PM","American","AA1430","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:09:00 PM","United","UA926","DEP","I","G3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 01:01:00 PM","JetBlue","B61734","DEP","1","B20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:52:00 PM","United","UA233","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 08:27:00 PM","Singapore Airlines","SQ33","DEP","I","G9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:12:00 PM","DELTA","DL361","DEP","1","C7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:32:00 AM","United","UA236","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:31:00 AM","American","AA710","ARR","1","B15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:33:00 PM","United","UA2057","DEP","3","E11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:25:00 PM","United","UA990","DEP","I","G8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 04:29:00 PM","United","UA1931","ARR","I","G5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:26:00 AM","United","UA2153","ARR","3","F11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 03:22:00 PM","United","UA1097","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:47:00 AM","United","UA5899","ARR","3","E3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 10:44:00 PM","United","UA5718","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 07:10:00 PM","United","UA1424","ARR","3","F19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:48:00 AM","United","UA5515","ARR","3","F10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:50:00 AM","United","UA5899","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 08:55:00 PM","United","UA1267","ARR","3","E4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:32:00 PM","United","UA5414","ARR","3","F9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:41:00 PM","Alaska","AS571","DEP","1","B9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 02:25:00 PM","United","UA2480","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:56:00 PM","United","UA249","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 01:26:00 PM","United","UA817","DEP","3","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 01:47:00 AM","American","AA177","ARR","1","B26","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:59:00 AM","United","UA5751","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 09:21:00 AM","Frontier","F91094","DEP","I","A13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:02:00 PM","United","UA2019","DEP","2","D5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:36:00 PM","United","UA1318","ARR","3","E10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 02:07:00 PM","American","AA2904","DEP","1","B20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 03:02:00 PM","Aer Lingus","EI61","ARR","1","B20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:55:00 PM","American","AA701","ARR","1","B25","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:31:00 AM","United","UA1111","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 05:42:00 PM","United","UA930","DEP","I","G10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 03:25:00 PM","Alaska","AS680","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:36:00 PM","Alaska","AS528","ARR","1","B7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 07:30:00 PM","American","AA6269","DEP","1","B22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 12:11:00 PM","United","UA702","DEP","3","E11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:52:00 PM","Asiana","OZ212","ARR","I","A10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 10:07:00 AM","Southwest","WN1391","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 04:55:00 PM","United","UA589","ARR","3","F19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:35:00 PM","United","UA927","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 02:12:00 PM","JetBlue","B62116","DEP","1","B6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:14:00 AM","United","UA1008","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 10:01:00 AM","American","AA2211","DEP","1","B22","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:27:00 PM","United","UA4695","DEP","3","E5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:29:00 PM","United","UA1083","DEP","2","D14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:54:00 PM","United","UA5703","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 10:02:00 AM","Frontier","F93307","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:38:00 AM","United","UA1568","DEP","3","F11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:11:00 PM","DELTA","DL381","ARR","1","C10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 10:03:00 PM","United","UA1184","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:10:00 AM","United","UA5690","DEP","3","F6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:34:00 PM","EVA Air","BR18","ARR","I","A8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 06:41:00 PM","Singapore Airlines","SQ34","ARR","I","G9","Landed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 01:31:00 PM","JAL","JL1","DEP","I","A12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:02:00 AM","Southwest","WN1021","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:58:00 PM","Alaska","AS758","DEP","1","B2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:27:00 PM","United","UA1145","DEP","I","G12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:37:00 PM","Alaska","AS1393","ARR","1","B13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:37:00 PM","DELTA","DL785","DEP","1","C7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 10:11:00 AM","United","UA6014","DEP","3","E13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:54:00 PM","American","AA15","ARR","1","B19","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:50:00 PM","Lufthansa","LH458","ARR","I","G8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:15:00 AM","United","UA611","ARR","2","D9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:25:00 PM","United","UA1083","ARR","2","D14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:37:00 PM","DELTA","DL656","ARR","1","C8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:32:00 PM","Alaska","AS3482","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 03:24:00 PM","Air Canada","AC566","ARR","2","D12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 10:06:00 AM","American","AA1949","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 04:55:00 PM","United","UA2281","DEP","2","D5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 06:08:00 PM","United","UA5623","DEP","3","E10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 08:31:00 AM","Alaska","AS718","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
