"TIME","AIRLINE","FLIGHT_NUMBER","TRANSACTION","TERMINAL","GATE","REMARK","data_as_of","data_loaded_at"
"2026/02/24 08:50:00 AM","United","UA1372","ARR","2","D10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 04:17:00 PM","Emirates","EK226","DEP","I","A6","On time","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:05:00 PM","United","UA1749","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:18:00 PM","United","UA1809","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:41:00 PM","Southwest","WN3505","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:28:00 PM","United","UA1769","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 12:46:00 PM","United","UA1791","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 10:21:00 PM","American","AA3176","ARR","1","B22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 06:46:00 PM","Alaska","AS3482","ARR","1","B21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:37:00 AM","American","AA3047","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 11:57:00 PM","United","UA1986","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:19:00 AM","United","UA2623","ARR","3","E6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:34:00 PM","Air Premia","YP111","ARR","I","A10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:26:00 PM","United","UA705","ARR","I","G11","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:01:00 PM","Alaska","AS2428","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 11:19:00 PM","United","UA1007","DEP","2","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 12:01:00 PM","United","UA5645","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:12:00 PM","United","UA2437","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 02:08:00 PM","United","UA990","DEP","I","G8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:14:00 PM","United","UA2274","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 10:57:00 AM","United","UA1578","DEP","3","E12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 02:02:00 PM","Southwest","WN2406","ARR","2","D6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:57:00 AM","United","UA5958","DEP","3","F10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:30:00 PM","United","UA1340","ARR","I","G13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 06:56:00 PM","United","UA382","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 12:48:00 AM","DELTA","DL409","DEP","1","C6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 05:31:00 PM","United","UA1238","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:26:00 AM","United","UA1160","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:17:00 AM","Alaska","AS790","DEP","1","C1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:48:00 PM","British Airways","BA284","DEP","I","A11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 01:21:00 PM","United","UA1116","DEP","2","D15","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 10:46:00 PM","American","AA2113","ARR","1","B26","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:16:00 PM","Lufthansa","LH458","ARR","I","G8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 09:46:00 PM","United","UA5961","ARR","3","F10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 07:51:00 PM","United","UA2047","DEP","3","E4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:13:00 AM","United","UA97","ARR","I","G5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:28:00 PM","United","UA1800","DEP","3","E11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:16:00 AM","American","AA2904","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:33:00 AM","United","UA790","ARR","3","F17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 11:18:00 PM","United","UA1334","ARR","3","F14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:45:00 PM","United","UA292","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 01:12:00 PM","Alaska","AS2033","DEP","1","B17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:55:00 AM","Southwest","WN3217","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:10:00 PM","United","UA2429","DEP","3","E5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:50:00 AM","United","UA2661","DEP","3","E7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 05:23:00 AM","United","UA2420","DEP","3","F21","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 06:07:00 AM","American","AA783","DEP","1","B24","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 04:41:00 PM","United","UA589","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:56:00 PM","United","UA60","DEP","I","G10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:50:00 PM","United","UA2042","ARR","3","F21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 07:40:00 PM","China Airlines","CI4","ARR","I","A6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 05:53:00 PM","Southwest","WN1614","ARR","2","D3","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:37:00 PM","United","UA1947","ARR","3","F22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:08:00 AM","Alaska","AS3497","ARR","1","B8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:54:00 PM","Southwest","WN3497","DEP","2","D4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:37:00 PM","Southwest","WN2114","ARR","2","D7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 08:43:00 AM","United","UA1849","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:02:00 PM","United","UA5465","DEP","3","F8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:07:00 PM","American","AA1826","ARR","1","B27","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:01:00 PM","Virgin Atlantic","VS19","ARR","I","A2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:42:00 AM","United","UA1372","ARR","3","E7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:17:00 AM","Alaska","AS2468","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 08:33:00 PM","Air New Zealand","NZ7","DEP","I","G13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 10:51:00 AM","American","AA1557","ARR","1","B23","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 02:57:00 PM","United","UA2037","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 08:55:00 AM","United","UA1410","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 11:38:00 AM","United","UA852","ARR","I","G5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:41:00 PM","United","UA96","DEP","I","G13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 02:09:00 PM","United","UA58","DEP","I","G3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 02:41:00 PM","United","UA1708","ARR","2","D5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 07:08:00 PM","Southwest","WN4016","DEP","2","D4","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 09:38:00 PM","United","UA1947","ARR","3","F15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 04:34:00 PM","Turkish Airlines","TK79","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 07:56:00 PM","United","UA5669","DEP","3","E6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 01:27:00 PM","Avianca","AV563","DEP","I","A5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 03:07:00 PM","DELTA","DL2074","DEP","1","C3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 04:20:00 PM","United","UA2692","DEP","2","D16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 01:18:00 PM","United","UA5661","DEP","3","F18","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 04:19:00 PM","Alaska","AS2236","ARR","1","B12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 09:40:00 PM","Avianca","AV560","ARR","I","A12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:36:00 PM","United","UA737","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 05:55:00 AM","DELTA","DL772","DEP","1","D5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 07:24:00 PM","Alaska","AS1393","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 06:41:00 AM","Frontier","F91230","DEP","I","A14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:53:00 AM","Alaska","AS1410","DEP","1","B9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 12:17:00 PM","Avianca","AV562","ARR","I","A15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 02:24:00 PM","United","UA195","ARR","I","G1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 11:24:00 PM","DELTA","DL670","DEP","1","C8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 08:24:00 PM","DELTA","DL3707","DEP","1","C10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:49:00 PM","Alaska","AS570","ARR","1","B17","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 10:46:00 PM","AEROMEXICO","AM665","DEP","I","A12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:31:00 PM","Alaska","AS3333","ARR","1","C1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:19:00 PM","United","UA2279","DEP","2","D8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 10:54:00 AM","United","UA1768","DEP","3","E5","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 05:16:00 PM","American","AA2969","ARR","1","B22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 09:04:00 PM","United","UA5710","DEP","3","E3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 06:57:00 PM","United","UA5341","ARR","3","F9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:41:00 PM","United","UA1665","DEP","3","F20","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 09:22:00 AM","United","UA608","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:43:00 PM","Virgin Atlantic","VS20","DEP","I","A2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:06:00 PM","DELTA","DL509","ARR","1","C7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 07:35:00 AM","United","UA5316","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 12:01:00 PM","United","UA1159","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 06:09:00 PM","United","UA2117","ARR","3","E8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 09:17:00 AM","United","UA291","DEP","3","F19","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 03:04:00 PM","United","UA5560","ARR","3","E12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 05:55:00 PM","Alaska","AS2375","ARR","1","B14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 04:57:00 PM","Frenchbee","BF711","ARR","I","A13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 05:09:00 PM","United","UA2626","DEP","3","F11","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 07:06:00 PM","Alaska","AS3351","ARR","1","B9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 12:01:00 PM","United","UA34","ARR","I","G6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 09:41:00 PM","DELTA","DL1655","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 05:36:00 PM","United","UA2862","ARR","3","F12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:46:00 PM","Alaska","AS591","DEP","1","B13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 10:49:00 PM","Copa Airlines","CM382","ARR","I","A4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 04:51:00 PM","United","UA2057","DEP","I","G7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 11:26:00 PM","United","UA2179","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 06:41:00 PM","United","UA2328","ARR","I","G7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 10:52:00 PM","United","UA1274","ARR","3","E9","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 06:56:00 PM","United","UA1800","DEP","2","D8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 10:54:00 AM","Alaska","AS689","DEP","1","C1","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:39:00 AM","Cathay Pacific","CX870","ARR","I","A8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:47:00 PM","Alaska","AS571","DEP","1","B9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 02:30:00 PM","JAL","JL57","DEP","I","A2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 09:53:00 PM","American","AA888","ARR","1","B15","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 05:37:00 PM","DELTA","DL823","ARR","1","C5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 06:16:00 AM","United","UA214","ARR","I","G5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 05:09:00 PM","Alaska","AS776","DEP","1","B7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:27:00 AM","Alaska","AS3333","DEP","1","B8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 02:55:00 PM","Alaska","AS2139","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 07:00:00 PM","United","UA5862","DEP","3","E10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:36:00 PM","Alaska","AS3025","ARR","1","B18","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 05:08:00 PM","United","UA1430","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 09:35:00 AM","Korean Air","KE23","ARR","I","A10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 06:41:00 AM","United","UA870","ARR","I","G12","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 01:48:00 PM","United","UA1372","DEP","3","E13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 11:24:00 PM","United","UA2278","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 08:31:00 PM","United","UA810","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 11:09:00 PM","American","AA1175","ARR","1","B24","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 03:11:00 PM","DELTA","DL2074","DEP","1","C6","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 04:38:00 PM","United","UA373","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 11:07:00 PM","United","UA412","DEP","3","E9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 07:24:00 PM","United","UA1577","DEP","3","F12","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:23:00 AM","United","UA2309","ARR","3","E13","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 05:20:00 PM","United","UA2332","ARR","2","D14","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/25 07:17:00 PM","United","UA1045","DEP","2","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:13:00 PM","United","UA1336","DEP","3","F17","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 02:44:00 PM","United","UA1498","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 09:15:00 AM","United","UA1384","ARR","2","D1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/27 08:47:00 AM","United","UA2029","DEP","3","F16","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 06:53:00 PM","Alaska","AS570","ARR","1","B21","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 08:33:00 PM","Southwest","WN1622","ARR","2","D4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 11:35:00 AM","Southwest","WN3658","DEP","2","D7","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 01:04:00 PM","United","UA900","ARR","I","G10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 03:50:00 PM","United","UA59","ARR","I","G1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/23 06:37:00 AM","Alaska","AS416","DEP","1","B13","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 10:54:00 PM","United","UA5718","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 05:02:00 PM","United","UA5715","ARR","3","E2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 06:24:00 AM","United","UA97","ARR","I","G8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/19 10:05:00 AM","JetBlue","B6577","ARR","1","B6","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 11:55:00 AM","United","UA5248","ARR","3","F10","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 08:45:00 PM","United","UA1688","DEP","2","D14","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:03:00 AM","United","UA863","DEP","I","G3","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 08:01:00 AM","United","UA830","ARR","I","G7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/20 12:11:00 PM","United","UA1159","ARR","3","F20","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 06:10:00 PM","American","AA6260","ARR","1","B22","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 10:31:00 AM","United","UA5313","ARR","3","F8","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 09:36:00 AM","United","UA2340","DEP","3","E8","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 12:09:00 PM","WestJet","WS1500","ARR","1","C4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 11:25:00 PM","United","UA1424","DEP","2","D10","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 10:09:00 PM","Frontier","F91447","ARR","I","A4","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/22 04:13:00 PM","DELTA","DL1088","ARR","1","C5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 09:56:00 PM","United","UA2179","ARR","3","F16","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/21 05:12:00 PM","Alaska","AS634","ARR","1","B7","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 12:14:00 AM","American","AA1005","DEP","1","B26","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 10:47:00 PM","American","AA276","DEP","1","B23","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/26 06:13:00 AM","United","UA190","ARR","I","G2","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/18 08:44:00 PM","United","UA5534","ARR","3","F5","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/17 06:23:00 PM","United","UA6044","DEP","3","E2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/28 05:23:00 PM","United","UA1482","DEP","2","D9","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/24 07:17:00 PM","Turkish Airlines","TK80","DEP","I","A2","Departed","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
"2026/02/16 04:54:00 PM","United","UA949","ARR","I","G1","Arrived","2026/03/01 04:45:01 AM","2026/03/02 10:09:53 AM"
